,Children,Age,Income,Churn,Tenure,Bandwidth_GB_Year
1490,3,65,62616.43,1,4.279464865,704.224884
1491,3,51,149502.87,1,3.468872554,1203.486183
1492,1,69,30040.32,0,12.47525704,1665.50808
1493,4,81,24859.24,0,2.744401393,484.8207127
1494,1,79,69154.47,0,7.608938235,1422.716519
1495,4,64,77152.84,0,14.60426293,1341.412763
1496,0,58,38871.97,0,29.68889421,2674.084451
1497,1,77,11290.67,1,5.497366828,1243.061143
1498,2,19,24897.26,1,4.955415304,1111.571623
1499,0,60,9966.89,1,13.31283015,1546.673637
1500,2,30,42991.1,0,2.656111103,834.3144319
1501,4,71,39432.05,0,18.02281027,1688.039806
1502,1,31,25576.73,1,11.71980152,1726.803854
1503,7,74,48623.32,0,6.22226629,717.4300821
1504,2,64,19887.32,0,16.24273454,1656.731409
1505,2,47,30342.56,0,17.64373477,1594.963149
1506,1,76,61714.39,0,23.42878979,1943.112927
1507,1,74,44165.21,0,6.7464384,913.9626257
1508,2,54,33735.54,0,11.70414173,1157.286118
1509,1,22,46078.58,0,4.909764597,1323.979879
1510,3,31,34179.49,0,19.43430735,2138.939088
1511,3,80,22140.16,0,2.60003549,445.4856462
1512,0,67,34412.53,0,17.4880629,2029.97992
1513,5,18,72563.64,1,7.080759052,1363.832113
1514,0,85,93561.74,1,9.808669685,942.5247889
1515,0,71,5902.12,1,5.68349814,1386.523823
1516,1,70,22139.63,1,11.55805828,1526.533644
1517,3,29,21394.21,0,2.101748234,1064.888301
1518,0,58,9336.88,0,6.910330858,1025.864383
1519,3,19,15694.8,0,15.54691331,1561.767949
1520,1,54,5984.94,1,7.175063445,1257.52308
1521,2,68,37911.51,0,1.19808324,253.7938252
1522,4,40,52766.63,1,2.689103558,1138.251038
1523,1,78,19826.08,1,4.089399488,644.5909961
1524,2,67,41397.45,1,2.314052799,507.8003206
1525,0,18,18426.49,0,2.170567319,278.350323
1526,0,58,47034.88,0,12.94334524,1711.161405
1527,2,33,33691.63,0,9.117084502,1234.871994
1528,3,57,39683.73,1,7.843263617,1069.400199
1529,0,61,121849.0,0,17.0219219,1930.538667
1530,1,79,10457.26,0,15.6930298,1538.239707
1531,3,57,8515.02,1,11.75090487,1357.774068
1532,1,72,7524.77,1,10.54165852,1773.915003
1533,3,58,44086.35,1,14.92730216,1940.626426
1534,3,44,28776.49,0,11.48699577,1819.555319
1535,1,45,42065.56,1,4.071312509,693.1317301
1536,0,58,23624.95,1,3.866527859,1297.983536
1537,0,22,29803.77,0,2.067992783,988.3956919
1538,3,86,33394.07,0,8.447638937,1162.715411
1539,1,45,27294.82,0,5.156329151,465.2586783
1540,3,70,16232.47,0,3.569000983,742.9131016
1541,1,61,11087.89,0,1.897261446,560.8498056
1542,4,71,22173.37,0,11.71308191,1324.200333
1543,1,38,28822.56,1,1.992846597,718.7685676
1544,1,35,20827.61,1,2.701548767,895.2266874
1545,0,74,17982.42,1,1.665089598,418.3354904
1546,0,24,70493.36,1,16.68190528,1926.295645
1547,2,72,17236.27,0,1.934171569,580.4609705
1548,0,30,51266.47,1,12.77495667,1612.238384
1549,0,40,7086.19,1,10.61383322,1068.30748
1550,9,43,10192.86,0,20.17588966,2359.530807
1551,2,56,24260.11,0,5.836790126,1177.455135
1552,0,28,26169.39,0,2.965166415,628.7420412
1553,4,44,36637.4,1,1.45460211,619.3340158
1554,0,46,59689.49,0,12.63923748,1534.097093
1555,2,47,28528.32,1,8.460086502,1289.416735
1556,3,75,13389.11,0,11.32593703,1380.893387
1557,1,19,14075.36,1,10.12123118,1359.631961
1558,0,28,57821.02,0,8.915680176,1116.314298
1559,1,49,49781.85,0,8.249941923,859.8649518
1560,0,63,65095.99,0,9.267785326,788.6164497
1561,3,44,87367.88,1,9.300517617,2113.787891
1562,3,70,8253.96,1,2.427380647,718.4643309
1563,1,48,26404.76,0,23.27091932,2764.347068
1564,1,36,73656.97,0,2.916144419,1145.807042
1565,1,70,36461.2,0,8.245809832,1317.69652
1566,1,75,49518.71,0,11.45756486,1526.143641
1567,1,56,40189.23,1,3.943033602,919.2556886
1568,4,34,10934.28,1,8.926271021,1264.332813
1569,4,45,16073.46,1,8.699764172,1087.336893
1570,3,30,21317.81,0,7.897660605,996.4395858
1571,4,44,14007.48,0,9.098041235,1177.993259
1572,0,34,52634.87,0,3.098560266,723.0321035
1573,2,20,18384.77,0,5.784022533,629.4411174
1574,0,28,57881.2,0,2.722761372,389.1228621
1575,8,35,47737.22,0,16.8649602,2425.22825
1576,2,80,23041.14,1,2.355538593,778.2707384
1577,10,53,38529.53,1,3.509036092,1242.543701
1578,0,83,79304.79,1,11.53737155,1507.329753
1579,0,43,9088.08,1,1.760409672,871.1409059
1580,0,25,108698.71,0,11.44810825,1267.06092
1581,4,69,23424.87,1,17.78302494,1970.80666
1582,8,32,57380.34,1,12.68609343,2025.927893
1583,3,75,80269.13,1,18.55974516,2332.190421
1584,5,46,13862.09,0,5.970269701,966.6292325
1585,5,23,23946.97,1,7.208423897,1233.819233
1586,4,67,14236.42,0,2.593102097,351.7314539
1587,0,75,79322.08,1,5.105265612,819.3644961
1588,2,56,55160.57,0,5.110208414,760.1061976
1589,3,60,19676.77,1,2.840343779,1043.299446
1590,1,63,37639.9,0,8.344516765,667.4764252
1591,0,32,34871.44,0,7.363761345,1313.42902
1592,1,87,8543.01,1,11.07800251,1204.745285
1593,2,67,80127.15,0,16.52190477,1630.52375
1594,4,66,30976.34,1,1.738486682,515.5449981
1595,3,75,45412.84,0,8.659495781,1090.460081
1596,4,88,42526.92,1,13.99605863,1465.984907
1597,4,64,9041.08,0,6.605815722,1018.373473
1598,1,87,46714.82,0,5.78844751,962.0380085
1599,1,55,9703.25,0,3.195246168,426.0222677
1600,1,49,21409.33,0,14.87053577,1737.873621
1601,3,51,34722.76,1,7.521160625,1039.74162
1602,7,45,24686.12,1,3.845852341,1454.360571
1603,3,75,4813.52,0,2.731606393,306.0664281
1604,0,83,30334.52,1,3.954689282,636.8514545
1605,4,43,15660.93,0,13.77689046,1440.784345
1606,1,82,47169.83,1,3.700907475,1274.602374
1607,1,48,73601.3,0,5.638280421,749.2520943
1608,3,72,15728.61,0,10.87372395,1647.38223
1609,2,79,20802.1,1,11.21152941,1503.937766
1610,0,29,18570.48,0,2.294386519,901.8793581
1611,0,23,61106.43,0,4.448210386,691.4493988
1612,2,49,65891.79,1,4.753020774,1608.852045
1613,1,45,59532.0,1,21.20445421,2867.22601
1614,2,38,30756.94,0,9.217596711,1265.78479
1615,1,25,63134.48,0,7.336939062,952.3729916
1616,0,42,18470.04,0,21.04742054,2154.298838
1617,1,66,23711.3,1,5.136076177,1435.783347
1618,3,51,16425.42,0,11.80801038,1784.584135
1619,2,75,25044.85,1,1.548600048,785.5416603
1620,3,35,46120.62,1,3.508552886,1014.075999
1621,2,47,80667.11,0,11.30820237,1331.25339
1622,3,39,14970.89,0,18.36209103,2283.190011
1623,10,71,24059.17,0,3.105986433,1040.342682
1624,1,58,13157.91,1,11.71117991,1385.152156
1625,5,71,82960.42,0,4.589210527,618.4967851
1626,4,24,118120.16,0,11.58448327,2054.101088
1627,2,43,3949.33,0,5.810822315,631.4316327
1628,1,41,20881.22,0,7.00096668,933.4257317
1629,2,29,9514.35,0,4.882004458,772.3133729
1630,0,77,26268.58,0,12.27728241,1828.057047
1631,2,52,21000.61,1,8.284579203,1123.759368
1632,1,82,45664.79,1,1.609325308,464.4748418
1633,10,84,79393.63,1,2.376509223,1417.801952
1634,0,66,116572.8,0,11.67107144,1146.616856
1635,1,42,27380.15,1,25.55038197,2692.885423
1636,0,67,78177.94,0,16.72537387,2217.734847
1637,1,28,79775.67,1,6.955766017,1262.531104
1638,1,40,100437.39,0,20.31446952,1919.490397
1639,1,75,9267.97,0,12.17994263,1970.26742
1640,4,72,47502.66,1,3.453443904,1279.856552
1641,1,73,94903.08,0,14.52416667,1299.5973
1642,2,59,83382.41,0,5.070551439,781.9302227
1643,3,73,11464.33,1,12.30462572,2056.185889
1644,2,41,52050.69,1,10.01241216,1615.418802
1645,4,88,29720.95,0,4.261408572,840.5098283
1646,0,35,30106.96,0,19.28013343,2118.488416
1647,0,18,61967.75,0,9.958831629,1328.734281
1648,1,63,18571.0,0,4.300271811,782.9998382
1649,8,82,51397.01,1,5.045543619,1540.140383
1650,3,66,117333.44,1,7.182441329,785.4118808
1651,1,86,11999.43,0,11.07083425,1136.55652
1652,2,20,30088.13,1,4.509329959,933.8036457
1653,1,76,34415.0,1,2.162477942,673.9015902
1654,2,29,82080.92,1,14.5222363,2271.84102
1655,1,23,102905.68,0,1.424712099,316.7739538
1656,2,55,16337.64,1,1.849371568,1088.89675
1657,2,57,6959.92,0,6.526670837,640.9334119
1658,0,30,106581.92,0,18.29218438,1845.259523
1659,1,56,35504.27,0,11.06628519,1420.927135
1660,4,83,1277.42,0,11.82576277,1312.700259
1661,0,39,15045.78,1,12.23362353,1632.365102
1662,4,52,78085.72,1,2.552193205,913.9152886
1663,0,35,44287.84,0,21.87100089,2273.781965
1664,1,54,44057.85,0,6.5443199,1185.892988
1665,2,49,25048.77,1,14.98166868,1890.640168
1666,0,87,56537.88,1,13.79138076,1659.769248
1667,0,20,21058.64,0,8.734707597,1143.017435
1668,5,88,63304.25,0,5.260793737,855.939459
1669,1,38,37130.15,0,3.810228199,780.2278932
1670,3,43,38369.68,0,11.72200614,1593.466069
1671,3,34,20283.95,0,4.304076015,1071.920592
1672,1,44,23703.95,1,3.060553536,644.1045211
1673,1,70,47658.67,1,6.549842666,971.7404705
1674,1,49,49750.1,0,9.373705128,1039.67302
1675,2,72,31203.12,1,8.397776839,1381.481321
1676,3,41,33458.05,1,1.019306038,522.4564791
1677,0,54,20719.7,0,6.864219377,1284.691556
1678,0,49,39225.15,0,6.525380768,703.8007764
1679,2,77,32659.08,0,16.08388872,1544.501137
1680,1,35,13870.96,1,12.95969924,1896.10656
1681,8,34,21101.14,1,12.18544178,1991.187997
1682,2,43,49065.88,1,10.85865384,2081.752385
1683,2,59,18081.88,1,15.34839938,2115.879744
1684,1,58,45101.92,0,7.355635728,1357.285615
1685,3,75,30450.19,1,5.705926395,1308.999159
1686,4,63,54750.08,1,6.70301496,1319.229599
1687,0,57,24095.07,1,7.367492072,991.3985734
1688,1,63,53817.02,1,1.030630574,310.1585772
1689,0,42,20733.74,1,6.735271694,1254.943448
1690,7,37,36790.23,1,7.506056361,1411.150345
1691,4,60,35949.37,0,20.51922799,2446.475453
1692,4,38,73242.41,1,9.320973584,1262.985557
1693,4,50,12802.32,0,7.387393996,1365.994148
1694,8,85,20555.47,0,8.758613325,916.7201648
1695,0,18,60956.22,0,6.289468375,933.01364
1696,0,37,27149.34,1,2.613920398,609.6168115
1697,1,37,19533.5,1,11.29271486,1882.951404
1698,4,74,102080.72,0,11.57257501,1638.383088
1699,8,76,30434.99,0,15.02077659,1630.020341
1700,1,62,10852.14,0,14.28406007,1887.699697
1701,3,42,52352.24,1,4.759938908,897.6280912
1702,3,81,57874.62,0,2.758173633,297.4433143
1703,3,80,54587.66,1,7.441432103,1683.078344
1704,0,50,14053.15,1,10.06145053,1806.970628
1705,2,21,51419.56,1,16.37219797,1873.00718
1706,0,41,20917.65,0,2.160066882,444.0474919
1707,4,71,48597.98,1,1.871917709,859.0587897
1708,3,45,34497.95,1,16.75283806,2122.146303
1709,2,46,19080.13,1,20.16532013,2734.384392
1710,0,58,21210.4,0,7.753271168,1412.478266
1711,0,87,22484.19,0,3.663316236,408.200312
1712,1,18,38028.33,1,11.4488726,1344.718981
1713,0,50,29940.45,1,8.315973557,991.7932314
1714,6,31,104519.8,1,1.515290738,698.1794441
1715,3,27,84597.17,0,9.324505434,1266.19109
1716,1,44,29579.69,1,10.16298067,1204.39272
1717,3,45,69222.79,1,6.215774391,1607.735971
1718,1,33,76046.62,0,2.667736094,548.9193645
1719,0,36,29759.61,0,10.68004106,1827.283455
1720,3,47,73746.35,0,8.133269102,1103.011016
1721,0,56,54109.79,0,1.789830613,616.51937
1722,2,81,34414.89,1,2.699998442,838.173682
1723,4,26,5920.06,1,2.661310881,1024.224748
1724,3,33,46973.08,0,23.10105854,2947.224753
1725,0,47,165151.02,0,6.267383901,1174.414663
1726,2,61,5875.01,1,6.856207666,1408.424309
1727,1,80,84805.71,0,13.72354614,1333.444788
1728,1,75,14289.15,0,24.3036064,2419.797484
1729,0,78,2488.36,1,6.027648047,1135.519834
1730,1,75,10494.28,1,9.490754438,980.0465426
1731,0,58,15537.16,1,9.727109482,1925.341061
1732,0,46,40743.83,0,19.93726012,1914.400241
1733,4,28,63963.83,0,1.662826246,481.3363042
1734,0,43,78249.99,1,8.406444381,1321.712528
1735,1,66,43551.35,0,2.405574983,901.2877149
1736,1,84,48376.42,1,14.10031907,2158.332479
1737,1,69,57730.91,0,4.186523762,720.6019295
1738,3,20,30861.42,1,14.93006551,1727.703167
1739,2,35,51510.02,1,17.34018575,2196.151925
1740,1,88,7833.53,1,7.858862202,1207.144714
1741,0,71,29709.19,1,8.482460246,1364.133317
1742,4,86,37041.5,1,7.644184483,1461.63461
1743,4,24,11638.79,0,13.82541752,1750.284767
1744,3,76,8523.51,0,7.772523197,884.3816817
1745,5,33,108059.11,0,24.77634001,2729.316361
1746,0,79,56096.93,0,13.28713487,1606.847228
1747,1,76,73422.83,1,6.403155881,862.0866469
1748,0,24,66702.94,1,15.08846657,2072.561109
1749,1,77,37670.96,1,8.785452901,1608.002659
1750,1,62,79432.6,1,6.820250541,1054.514104
1751,0,21,21786.91,1,3.319853958,1150.574869
1752,2,39,52189.94,0,13.84769517,2137.666732
1753,4,23,44610.48,0,16.15614223,1956.469091
1754,3,87,53591.84,1,7.860641328,1647.423104
1755,0,27,43976.9,0,6.805071944,715.1931007
1756,0,60,19990.22,1,7.712199324,1235.453213
1757,3,80,39181.25,1,5.402712746,700.0279564
1758,1,56,25777.88,1,2.066037377,769.7818684
1759,2,20,59418.66,1,3.752354376,1283.103476
1760,1,39,38306.27,1,11.32652677,1897.050575
1761,3,30,34393.76,0,17.96501147,2299.047664
1762,3,47,37526.82,1,1.051188042,1018.848617
1763,6,35,3050.98,0,13.63916478,1712.040252
1764,2,66,6284.19,0,16.64092048,1777.880577
1765,2,76,53247.58,1,1.042724425,871.6644442
1766,2,70,25019.9,1,17.1001258,1782.747566
1767,0,44,16301.48,0,2.779431223,242.9947554
1768,3,73,12134.83,0,15.12166154,1505.903299
1769,0,72,32396.94,0,2.661325529,380.7222437
1770,1,42,88000.08,1,5.118556082,1064.629876
1771,0,58,18406.73,1,7.217041327,850.5053759
1772,1,68,7655.2,1,2.693860703,764.3624669
1773,8,19,32102.68,0,6.441555523,1228.537824
1774,1,79,49545.55,0,10.2452503,1197.086571
1775,5,54,77423.32,1,15.18036042,1984.668288
1776,3,19,27690.11,1,21.61213506,2954.525101
1777,2,46,27219.87,0,4.576705489,703.2651223
1778,0,63,21739.61,1,8.661116617,1745.431051
1779,0,85,32951.46,1,23.68987753,2900.101871
1780,1,64,19832.1,1,10.73057042,1572.393016
1781,1,21,8979.6,0,9.46447702,968.8971697
1782,7,18,47618.81,0,4.106981469,1239.519501
1783,4,83,40031.03,0,2.851017432,479.0156739
1784,9,33,74023.61,1,6.418130939,1257.485285
1785,1,58,9134.48,1,17.56134872,2109.348841
1786,1,24,22354.1,1,7.351090778,1332.641107
1787,1,88,12146.64,0,5.867164261,386.8447822
1788,1,40,3730.38,1,2.095488213,1338.247732
1789,0,26,56143.59,1,3.312263064,509.6727126
1790,1,70,22812.0,1,6.766267697,1044.435554
1791,2,21,12908.78,1,2.542844079,1467.981883
1792,0,75,18189.38,1,1.796607335,971.697137
1793,0,67,61039.69,1,1.921647847,695.6222319
1794,2,29,60671.21,0,8.248755691,1716.011284
1795,4,26,21393.98,0,21.77701838,2811.648182
1796,3,38,31369.76,1,14.42671843,2363.604752
1797,8,20,37741.16,0,16.11472911,2156.405261
1798,2,60,27353.22,0,22.89696344,2586.074672
1799,1,65,20872.03,1,9.273178876,1241.342647
1800,1,36,87308.01,0,8.154668093,1062.905651
1801,3,79,37198.61,1,7.775144828,1713.700682
1802,1,68,28837.52,0,2.932159225,700.6270933
1803,3,29,48675.51,1,10.25226518,1303.670531
1804,4,87,53420.34,0,11.89492044,1119.209685
1805,1,34,26175.68,1,8.210220142,1496.482536
1806,0,22,84232.11,0,8.884543585,985.6286855
1807,5,20,23660.7,1,6.577676916,1329.24842
1808,0,33,45404.63,0,2.92969581,694.7582953
1809,1,75,5418.19,1,8.013365588,1313.686109
1810,3,86,25428.86,0,1.84841935,529.9370637
1811,0,68,21087.24,1,1.884992328,404.9361415
1812,1,60,36174.84,0,9.783296825,995.3392925
1813,0,25,21795.9,0,12.70583343,1780.064534
1814,0,39,47285.08,0,9.705809585,1559.323963
1815,0,27,45429.68,0,15.12645563,1549.802896
1816,1,25,12234.89,0,7.179893502,790.6280344
1817,1,44,46705.86,0,9.984220981,1040.400476
1818,0,65,11523.97,1,3.024806192,847.1259509
1819,2,73,19534.42,0,10.27742832,1234.044483
1820,1,48,82629.53,0,12.92578188,1333.179191
1821,4,39,28420.39,0,9.585621689,1104.883551
1822,1,55,81413.71,0,14.74280934,1222.291008
1823,4,71,69506.73,0,12.54841227,1153.262724
1824,3,44,15944.32,1,3.999140345,1048.919831
1825,1,35,38328.57,1,1.251588197,661.2094379
1826,3,40,82560.95,1,12.16872039,1711.601451
1827,0,34,37667.37,1,6.624439911,1214.05087
1828,4,35,89752.5,1,5.643360294,1253.523378
1829,1,59,24958.97,1,4.499945782,955.0519598
1830,3,73,51848.11,1,6.57513059,1187.692793
1831,4,88,32443.11,1,11.76797971,1367.183772
1832,1,34,76175.36,0,13.22141934,1398.114035
1833,1,67,24946.75,0,1.997833268,461.4404406
1834,0,51,86039.43,0,3.787548072,798.4275185
1835,4,26,18620.79,0,16.00167972,2245.475959
1836,1,45,19224.29,0,11.34130832,1636.72261
1837,0,52,22433.84,1,5.252073829,1164.843819
1838,0,25,27130.52,1,18.00704355,1946.450068
1839,1,60,39874.59,0,18.29765062,1810.920999
1840,9,83,61265.29,0,5.755833887,878.7051436
1841,0,25,89524.54,0,2.111376258,662.6103493
1842,6,58,13969.34,0,12.24494477,1653.165932
1843,0,64,4109.01,0,11.46566243,1549.605718
1844,2,74,93637.19,0,9.858971643,868.5732588
1845,3,27,43133.76,1,17.31776736,2171.802329
1846,1,51,45245.92,0,6.811138598,946.1849643
1847,0,59,36034.73,1,14.26734448,1294.790222
1848,0,78,11667.32,1,1.360201959,509.1865112
1849,2,36,25598.66,0,11.59782994,1210.450532
1850,0,84,96624.28,1,7.399248624,1483.41562
1851,1,42,36705.32,0,1.358818331,567.3209248
1852,1,75,68430.88,0,10.5309984,990.747598
1853,0,39,26838.3,1,9.630236452,1329.382263
1854,0,75,20768.72,0,19.79804917,1862.842794
1855,3,57,14032.23,0,16.86058234,1446.505628
1856,4,35,30110.14,0,13.40891729,1338.549194
1857,3,52,46272.07,1,3.857491515,939.8765686
1858,4,66,39933.38,0,8.703568707,1275.194778
1859,0,24,9964.37,0,20.40555252,2422.117328
1860,4,23,25447.24,1,1.747076331,922.4502594
1861,0,54,72841.97,0,24.02275725,2112.65313
1862,4,81,1441.97,0,8.006997906,1233.807825
1863,3,21,23134.96,0,6.563038653,1034.69512
1864,1,47,36250.96,1,5.291754183,877.7050261
1865,4,47,15395.09,0,15.18780416,1615.87994
1866,2,57,14379.3,0,10.38039309,959.951483
1867,6,19,57776.5,0,14.45556293,1639.902323
1868,7,52,57622.01,1,7.32906366,1751.02003
1869,5,84,19430.58,0,9.351000629,1173.562649
1870,3,80,42920.9,1,10.86852566,1354.387011
1871,3,58,69004.81,0,3.997019354,632.0815033
1872,2,61,13805.45,1,2.231526082,1054.384865
1873,4,47,1753.08,1,2.384942381,904.5789623
1874,3,55,55200.2,1,4.992706522,637.7315432
1875,3,89,4592.51,0,7.827055149,846.2276311
1876,1,81,9582.53,1,2.153167182,775.7502457
1877,3,81,21599.91,0,8.209710913,975.7615787
1878,1,43,80120.44,1,7.19812868,1042.502776
1879,4,84,67228.71,1,7.40216226,1621.058909
1880,0,57,18651.96,1,18.37212028,1924.903884
1881,2,73,97463.9,0,5.731198479,695.0510444
1882,4,37,14638.17,1,2.497790261,1178.564131
1883,0,86,24371.34,0,2.745220008,504.8041713
1884,0,40,46974.79,0,3.386665328,391.0106655
1885,3,62,49939.39,1,3.032321354,693.358004
1886,1,69,10584.2,0,2.678577227,497.4668116
1887,1,20,46984.61,0,6.678176681,989.9918587
1888,1,86,48971.18,0,6.211504434,745.0467839
1889,1,82,7723.17,1,13.56958731,2087.543903
1890,0,49,72997.73,1,9.727742106,1751.848426
1891,5,68,55593.6,1,7.18546062,1501.32182
1892,3,66,28096.83,1,7.039839728,1116.638366
1893,1,29,10887.66,0,18.7939759,2057.159348
1894,1,20,147436.94,0,4.510537408,1222.622089
1895,2,53,77658.11,1,15.73628072,2089.023186
1896,1,27,740.66,0,10.94833173,1081.14434
1897,0,56,61901.7,1,7.434237932,989.3430051
1898,8,34,54246.36,0,34.80793399,3934.848461
1899,4,37,19523.69,0,2.871999386,596.8051649
1900,4,82,17526.85,1,16.3364928,2060.745551
1901,2,57,21062.25,0,2.596050259,817.8995329
1902,2,45,31766.78,1,2.389328443,762.3743815
1903,3,27,24045.19,0,3.56722345,617.4480514
1904,4,21,37455.48,1,9.626754665,1575.771505
1905,0,66,94655.92,0,6.044266101,785.6688028
1906,3,51,19982.5,1,6.531735637,874.1933216
1907,1,30,100033.86,1,1.512791057,505.6979276
1908,1,25,152172.92,1,3.390052702,1022.519614
1909,1,53,18038.36,0,25.36784311,2167.068284
1910,5,79,33297.61,1,10.91916339,1428.608241
1911,3,41,80430.99,1,6.775594861,1072.585587
1912,3,63,15423.53,0,15.71428993,1579.867444
1913,2,70,8465.02,0,3.005659256,396.4162432
1914,0,58,23107.22,1,2.811977672,911.3769495
1915,1,63,65329.46,1,12.85056526,1710.216611
1916,0,46,12650.67,0,4.385448215,758.0522649
1917,3,89,99787.78,0,5.798532598,758.6189978
1918,2,49,53320.93,0,15.54170472,2100.288363
1919,0,30,116888.77,1,11.92905011,1851.152977
1920,0,86,22840.68,1,5.037146238,1051.069135
1921,7,28,29742.47,1,3.259826777,1216.35272
1922,2,56,22139.13,1,12.52485764,2138.661668
1923,4,80,26760.18,0,5.220501553,684.7417744
1924,5,28,23613.85,1,10.4843853,1325.529732
1925,3,53,38691.84,0,3.835182255,641.4963126
1926,3,86,39163.32,0,7.918255804,944.331401
1927,3,27,8539.27,0,6.136751688,1553.937724
1928,1,77,17054.95,0,20.00794461,1824.510182
1929,5,85,68237.79,0,22.37864487,2353.856438
1930,2,47,23101.13,1,17.05603447,2209.997412
1931,1,57,49323.19,0,2.48527604,521.8726735
1932,2,51,32459.53,1,10.1127187,1282.45127
1933,4,37,43765.92,0,11.59620573,1283.266496
1934,3,32,91605.19,1,15.21980082,2425.149963
1935,1,55,34978.09,1,10.19944078,2017.858499
1936,2,69,115594.58,1,6.135854482,1585.705665
1937,1,24,137589.2,0,11.04013684,1281.961793
1938,4,79,10349.38,1,2.24841574,1115.319187
1939,2,64,9324.27,0,13.03967126,1324.519398
1940,4,26,23026.89,1,3.637134041,1114.124252
1941,0,60,13719.94,1,9.660168743,1510.790984
1942,0,69,47635.23,0,8.721771003,1402.374111
1943,1,37,49270.7,1,24.37711744,2463.393795
1944,2,65,8982.13,0,7.017918254,943.490788
1945,0,70,30593.51,0,1.235589507,296.9963678
1946,3,81,8507.14,0,3.892424053,390.381346
1947,0,42,21084.49,0,21.6132385,2467.669888
1948,3,55,99199.26,0,4.238632927,590.602719
1949,4,21,32720.43,1,22.04436191,3098.243332
1950,1,30,8228.16,1,1.770031252,907.2442013
1951,9,86,29966.23,1,1.00025934,1154.39778
1952,3,81,96126.76,0,21.1307851,1807.178649
1953,3,81,10907.78,1,21.4708673,2504.245348
1954,3,19,37816.75,0,16.56587766,1645.259689
1955,1,41,20429.65,0,23.11577242,2454.262177
1956,2,76,72927.6,0,8.355760951,1031.509395
1957,2,70,12895.65,1,14.21751959,1906.330177
1958,1,22,29653.48,1,11.42145103,1971.843122
1959,1,41,84185.38,0,10.99607752,1120.873005
1960,2,32,15369.78,0,2.867284438,527.3823713
1961,2,54,45577.26,1,8.205103396,1288.925148
1962,1,57,19992.77,1,9.878308737,1647.420385
1963,4,72,38137.48,0,3.27055489,911.5267548
1964,2,48,17762.55,0,13.59949293,1587.688033
1965,1,46,18493.34,1,7.757685471,1772.090821
1966,0,41,43296.9,1,10.98734966,2079.818241
1967,1,64,17172.32,0,7.98560378,1367.4247
1968,0,62,27687.94,1,3.391969552,738.5002845
1969,0,44,29613.46,0,6.393598693,1269.403112
1970,1,86,20926.46,0,19.13168856,1729.615672
1971,0,36,9758.3,1,10.98841039,1267.471074
1972,3,66,24805.02,1,1.268992493,715.7384607
1973,3,54,31324.12,0,11.23691953,1905.350528
1974,1,63,45562.92,1,14.64298089,1597.578464
1975,1,59,35226.26,0,12.57273206,1348.141984
1976,0,65,54561.94,1,4.266309981,615.1161821
1977,1,48,9202.1,0,14.51274009,2029.905606
1978,1,49,27720.0,0,16.01233793,2010.958936
1979,0,35,33748.05,0,14.7212152,1576.607681
1980,2,87,83416.9,1,5.947501617,1330.615859
1981,0,60,67448.07,0,26.68008793,2552.12106
1982,0,82,17105.07,0,24.77325806,2234.450325
1983,0,45,48915.51,0,8.856546048,1457.990407
1984,2,44,32992.62,0,6.12261616,1263.008234
1985,5,19,45631.91,1,8.69123648,1299.240934
1986,3,37,26049.03,0,7.443067222,1190.580006
1987,0,19,9545.58,1,4.30774917,811.9419618
1988,1,70,24717.71,0,1.277136149,246.039373
1989,0,51,28162.54,1,1.722680046,457.8089454
1990,0,71,33318.12,1,6.217715978,1125.77426
1991,3,30,56817.96,1,5.412980331,937.3165462
1992,1,27,15762.57,0,21.67433467,2230.633867
1993,0,36,16584.03,1,3.99171522,854.52613
1994,2,76,3666.35,0,20.93887792,2674.568338
1995,1,47,34264.02,0,5.794641025,786.3429747
1996,0,26,20680.56,1,14.91152829,2193.593711
1997,2,31,64242.12,1,6.22614246,1385.020283
1998,0,34,13655.62,0,6.093194674,1045.580948
1999,0,56,23805.49,1,10.28304,1144.770736
2000,3,44,74915.44,1,10.50826,1724.050425
2001,1,62,17386.0,1,1.229945,570.9128348
2002,0,39,8809.37,0,13.29584,1392.096076
2003,0,29,29856.65,1,2.105603,904.795841
2004,5,49,84914.28,1,7.976237,1410.771138
2005,0,18,19789.59,0,1.293553,278.4405252
2006,4,19,19091.73,0,5.982479,1418.914101
2007,1,43,30898.32,1,1.26105,1206.875735
2008,3,28,60536.56,1,7.698157,1683.821351
2009,3,86,65062.28,1,2.175619,888.7773914
2010,4,70,10305.73,1,9.390135,1574.866243
2011,1,79,36381.36,0,20.16124,1903.284724
2012,3,84,23978.67,1,8.433722,1042.452905
2013,8,46,68557.22,0,3.081551,843.4262718
2014,8,29,16367.17,1,18.2156,2710.705946
2015,5,55,10315.72,1,14.80885,2097.707886
2016,4,86,40783.52,1,3.151239,970.5121325
2017,3,26,19920.22,1,16.81532,2095.701636
2018,2,79,80176.6,1,1.954899,655.8025029
2019,2,72,8803.4,0,5.111408,722.0796766
2020,1,34,76063.08,0,11.42056,1623.908651
2021,1,45,50159.71,0,8.954465,1551.718247
2022,0,31,29467.49,0,7.387825,1411.701061
2023,1,20,28790.92,0,3.943222,822.774438
2024,3,80,44485.5,0,10.47338,1428.669992
2025,6,77,40939.24,1,4.773251,1557.79907
2026,1,44,61142.96,1,4.510318,1068.481652
2027,8,73,72734.86,1,3.843142,1349.319824
2028,1,45,74948.35,1,11.38469,1731.015044
